Year,Month,Date Event Begin,Time Event Begin,Date of Restoration,Time of Restoration,Area Affected,NERC Region,Alert Criteria,Event Type,Demand Loss (MW),Number of Customers Affected
2015,June,06/07/2015,13:54,06/07/2015,14:13,"Shelby County, Tennessee",SERC,"Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident

System-wide voltage reductions of 3 percent or more",System Operations,,Unknown
2015,June,06/07/2015,13:52,06/07/2015,14:13,Tennessee,SERC,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident,System Operations,Unknown,Unknown
2015,June,06/08/2015,00:00,Unknown,Unknown,"Merced County, California",WECC,Fuel supply emergencies that could impact electric power system adequacy or reliability,System Operations,,Unknown
2015,June,06/20/2015,13:52,06/20/2015,15:30,"Solano County, California",WECC,Suspected Physical Attack,Vandalism,Unknown,
2015,June,06/23/2015,18:00,06/30/2015,18:00,"Gloucester County, Burlington County, Atlantic County, Cape May County, New Jersey",RFC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,
2015,June,06/23/2015,17:06,06/26/2015,16:00,"New Castle County, Delaware",RFC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,
2015,June,06/23/2015,17:30,06/23/2015,19:00,"Delaware County, PA; Chester County, PA",RFC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,
2015,June,06/23/2015,18:30,06/24/2015,05:00,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont",NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,
2015,June,06/23/2015,18:18,06/23/2015,20:30,New Jersey,RFC,"Load shedding of 100 Megawatts or more implemented under emergency operational policy

Loss of electric service to more than 50,000 customers for 1 hour or more",System Operations,,
2015,June,06/23/2015,18:26,Unknown,Unknown,New Jersey,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,,
2015,June,06/26/2015,02:00,Unknown,Unknown,Kansas,SPP,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,
2015,June,06/27/2015,17:00,06/30/2015,17:18,"Wayne County, Michigan",RFC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,
2015,June,06/29/2015,19:21,06/29/2015,19:42,Washington,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational,Severe Weather,,
2015,June,06/30/2015,14:00,06/30/2015,21:00,California,WECC,Public appeal to reduce the use of electricity,Severe Weather,Unknown,Unknown
2015,June,06/30/2015,10:50,07/01/2015,21:00,California,WECC,Public appeal to reduce the use of electricity,Severe Weather,Unknown,Unknown
2015,July,07/03/2015,08:30,07/03/2015,14:30,"Butte County, California",WECC,Suspected Physical Attack,Suspicious Activity ,,
2015,July,07/03/2015,17:17,07/03/2015,23:30,Texas,TRE,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident,System Operations,,
2015,July,07/13/2015,14:14,07/16/2015,06:00,"Ohio, Kentucky",RFC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,,
2015,July,07/13/2015,19:40,07/15/2015,12:15,Virginia,RFC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,
2015,July,07/14/2015,15:29,07/15/2015,11:55,Arkansas,SPP,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident,Severe Weather,Unknown,Unknown
2015,July,07/14/2015,20:00,07/15/2015,09:23,Alabama,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,,
2015,July,07/15/2015,02:00,07/15/2015,02:55,California,WECC,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident,System Operations,,
2015,July,07/16/2015,16:45,07/16/2015,17:48,Texas,SPP,Load shedding of 100 Megawatts or more implemented under emergency operational policy,System Operations,,
2015,July,07/18/2015,02:00,07/19/2015,07:00,"Henepin and Ramsey County, Minnesota",MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,,
2015,July,07/18/2015,18:26,07/18/2015,21:03,California,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational,System Operations,,
2015,July,07/18/2015,19:59,07/18/2015,22:45,California,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,,
2015,July,07/21/2015,12:47,07/21/2015,13:12,Washington,WECC,Load shedding of 100 Megawatts or more implemented under emergency operational policy,System Operations,,Unknown
2015,July,07/27/2015,03:52,07/27/2015,04:36,California,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational,System Operations,Unknown,
2015,July,07/28/2015,12:05,07/28/2015,12:26,Puerto Rico,N/A,System-wide voltage reductions of 3 percent or more,System Operations,,Unknown
2015,July,07/29/2015,16:45,07/29/2015,21:00,New York,NPCC,Fuel supply emergencies that could impact electric power system adequacy or reliability,System Operations,,
2015,July,07/30/2015,09:50,07/30/2015,19:00,Texas,TRE,Public appeal to reduce the use of electricity,System Operations,Unknown,Unknown
2015,July,07/30/2015,13:00,Unknown,Unknown,Tennessee,SERC,Suspected Physical Attack,Vandalism,,
2015,July,07/31/2015,10:55,Unknown,Unknown,Washington,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational,System Operations,,
2015,August,08/02/2015,17:45,08/04/2015,03:00,Michigan: Emmet County; Grand Traverse County; Leelanau County; Kalkaska County; Benzie County; Manistee County; Wexford County; Missaukee County; Mecosta County; ,RFC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,
2015,August,08/03/2015,00:30,08/03/2015,02:00,Illinois,RFC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,
2015,August,08/03/2015,01:00,08/05/2015,00:00,Michigan,RFC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,
2015,August,08/03/2015,08:27,08/04/2015,01:18,Arizona: New Mexico,WECC,Suspected Physical Attack,Sabotage,,Unknown
2015,August,08/04/2015,07:17,08/05/2015,12:52,Massachusetts: Rhode Island:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,
2015,August,08/11/2015,19:30,08/13/2015,04:05,Texas: Houston;,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,
2015,August,08/13/2015,15:15,08/13/2015,19:00,Texas: Williamson County;,TRE,Public appeal to reduce the use of electricity,Other,Unknown,Unknown
2015,August,08/27/2015,21:51,08/28/2015,18:00,Puerto Rico,WECC,"Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident / Loss of electric service to more than 50,000 customers for 1 hour or more",System Operations,,Unknown
2015,August,08/29/2015,10:00,Unknown,Unknown,Washington,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,
2015,August,08/29/2015,11:00,09/04/2015,15:00,"King County, Skagit County, Whatcom County, Kitsap County, Pierce County, Thurston County, Island County, Washington",WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,,
2015,August,08/29/2015,13:00,08/31/2015,07:00,Washington: King County;,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,,
2015,September,09/03/2015,02:33,09/03/2015,06:25,Michigan,RFC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,
2015,September,09/13/2015,17:56,09/13/2015,20:37,New York: Dutchess County;,NPCC,Suspected Physical Attack,Vandalism,,
2015,September,09/20/2015,13:12,09/20/2015,13:44,California,WECC,Load shedding of 100 Megawatts or more implemented under emergency operational policy,System Operations,,Unknown
2015,September,09/29/2015,15:40,09/29/2015,15:41,Oregon,WECC,Suspected Physical Attack,Vandalism,Unknown,Unknown
2015,October,10/13/2015,06:30,10/13/2015,08:30,Utah: Emery County;,WECC,Suspected Physical Attack,Vandalism,,
2015,October,10/13/2015,10:25,10/13/2015,18:00,Texas,TRE,Public appeal to reduce the use of electricity,Other,Unknown,Unknown
2015,October,10/13/2015,16:32,10/13/2015,20:39,California,WECC,Public appeal to reduce the use of electricity,Other,,Unknown
2015,October,10/16/2015,12:25,10/16/2015,12:56,Utah ,WECC,Suspected Physical Attack,Vandalism,,
2015,October,10/18/2015,07:00,10/18/2015,23:29,California: Central Coast area;,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,,
2015,October,10/23/2015,09:42,10/23/2015,13:26,Puerto Rico,N/A,"Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational / Load shedding of 100 Megawatts or more implemented under emergency operational policy / System-wide voltage reductions of 3 percent of more / Loss of electric service to more than 50,000 customers for 1 hour or more",System Operations,,
2015,October,10/28/2015,13:38,10/29/2015,17:00,Pennsylvania: Columbia County; Montour County; Northumberland County;,RFC,Suspected Physical Attack,Other,Unknown,
2015,October,10/30/2015,15:00,10/30/2015,16:00,Oregon: Josephine County;,WECC,Suspected Physical Attack,Other,,
2015,October,10/31/2015,00:45,11/01/2015,16:05,Texas: Harris County;,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,
2015,November,11/01/2015,11:53,11/01/2015,12:00,Ohio: Hamilton County;,RFC,Suspected Physical Attack,Vandalism,,
2015,November,11/02/2015,17:37,11/04/2015,09:00,Arkansas: Hot Spring County;,SERC,Suspected Physical Attack,Sabotage,,
2015,November,11/10/2015,12:00,11/10/2015,14:00,Indiana: Dearborn County;,RFC,Suspected Physical Attack,Sabotage,,
2015,November,11/13/2015,11:30,11/13/2015,11:35,New York,NPCC,Suspected Physical Attack,Suspicious Activity ,Unknown,Unknown
2015,November,11/17/2015,09:00,Unknown,Unknown,Washington: Snohomish County;,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,,
2015,November,11/17/2015,10:00,Unknown,Unknown,Washington,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,
2015,November,11/17/2015,13:30,Unknown,Unknown,"Washington: Stevens County, Lincoln County, Adams County, Whitman County, Spokane County; Idaho: Bonner County, Kootenai County, Shoshone County, Benewah County, Idaho County;",WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,
2015,November,11/21/2015,20:30,11/23/2015,01:00,Michigan,RFC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,
2015,November,11/28/2015,06:00,11/30/2015,13:00,Oklahoma,SPP,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,
2015,November,11/28/2015,06:00,Unknown,Unknown,Oklahoma,SPP,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,
2015,November,11/29/2015,16:48,11/29/2015,18:20,Puerto Rico,N/A,System-wide voltage reductions of 3 percent or more,System Operations,,
2015,November,11/30/2015,06:18,11/30/2015,21:18,Puerto Rico,N/A,System-wide voltage reductions of 3 percent or more,System Operations,,
2015,December,12/02/2015,13:03,12/03/2015,12:29,Kansas: Thomas County;,SPP,Suspected Physical Attack,Vandalism,,
2015,December,12/05/2015,21:00,12/05/2015,22:30,Kansas,SPP,Suspected Physical Attack,Vandalism,,
2015,December,12/05/2015,19:22,12/06/2015,05:27,"New York: Orange County, Sullivan County; Pennsylvania: Pike County;",NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Other,,
2015,December,12/08/2015,14:00,12/08/2015,14:01,Nevada: Clark County;,WECC,Suspected Physical Attack,Sabotage,,
2015,December,12/09/2015,18:06,12/09/2015,21:52,Puerto Rico,,System-wide voltage reductions of 3 percent or more,System Operations,,
2015,December,12/09/2015,04:00,12/09/2015,11:00,Washington,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,,
2015,December,12/10/2015,21:25,12/10/2015,22:30,Missouri: New Madrid County;,SERC,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident,System Operations,,
2015,December,12/10/2015,17:55,12/10/2015,17:56,California: Stanislaus County;,WECC,Suspected Physical Attack,Vandalism,Unknown,Unknown
2015,December,12/10/2015,03:53,12/10/2015,04:08,California: Plumas County,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational,Severe Weather,,
2015,December,12/10/2015,06:01,12/10/2015,07:13,California: Northern;,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational,Severe Weather,,
2015,December,12/24/2015,03:00,12/26/2015,00:00,"Michigan: Antrim County, Charlevoix County, Manistee County, Mecosta County, Kalkaska County, Grand Traverse County, Osceola County, Lake County, Newaygo County, Clare County, Isabella County;",RFC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,
2015,December,12/26/2015,19:30,Unknown,Unknown,Texas,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,
2015,December,12/26/2015,18:00,12/30/2015,06:00,Texas: Oklahoma:,SPP,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,
2015,December,12/27/2015,23:38,12/28/2015,17:00,Oklahoma,SPP,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,
2015,December,12/27/2015,17:00,Unknown,Unknown,Oklahoma,SPP,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,
2015,December,12/29/2015,08:30,12/29/2015,08:31,Maine,NPCC,Suspected Physical Attack,Sabotage,,
2015,December,12/31/2015,17:00,12/31/2015,21:40,Oklahoma: Blaine County;,SPP,Public appeal to reduce the use of electricity,Severe Weather,,
2015,December,12/31/2015,11:00,Unknown,Unknown,Missouri,SERC,Suspected Physical Attack,Sabotage,,
2019,January ,01/05/2019,13:19,01/05/2019,15:07,Washington:,WECC,Complete loss of Interpersonal Communication and Alternative Interpersonal Communication capability affecting its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,Unknown
2019,January,01/06/2019,03:00,01/09/2019,07:00,Washington:,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,230,230000
2019,January,01/06/2019,17:56,01/06/2019,21:52,California: Sacramento County;,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,300,90382
2019,January,01/06/2019,01:00,01/06/2019,12:00,"Washington: King County, Thurston County, Pierce County;",WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,230000
2019,January,01/07/2019,20:57,01/07/2019,21:32,Michigan:,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
2019,January,01/09/2019,11:55,01/09/2019,11:56,New Mexico: San Juan County;,WECC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
2019,January,01/10/2019,12:19,01/10/2019,12:48,Montana: Valley County;,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,11,2
2019,January,01/11/2019,11:36,01/11/2019,12:43,Maine:,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
2019,January,01/12/2019,11:30,01/13/2019,22:00,Missouri: Jackson County; Kansas: Johnson County;,SPP RE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,112530
2019,January,01/12/2019,11:30,Unknown,Unknown,Missouri: Nebraska:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,116600
2019,January,01/12/2019,19:20,01/12/2019,21:38,New Hampshire:,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
2019,January,01/13/2019,05:30,01/15/2019,17:00,North Carolina: South Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,133200,Unknown
2019,January,01/14/2019,11:10,Unknown,Unknown,Michigan:,RF,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Actual Physical Attack,Unknown,Unknown
2019,January,01/15/2019,08:00,01/15/2019,08:02,Pennsylvania:,RF,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Vandalism,0,0
2019,January,01/16/2019,17:26,01/17/2019,12:19,California:,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,190,126700
2019,January,01/16/2019,05:19,01/16/2019,07:14,Texas: Nueces County;,TRE,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
2019,January,01/18/2019,21:54,01/19/2019,00:19,Nebraska:,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,8,Unknown
2019,January,01/23/2019,07:26,01/23/2019,17:05,Colorado: Larimer County;,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,0,0
2019,January,01/24/2019,04:39,01/24/2019,05:16,Ohio:,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
2019,January,01/28/2019,13:35,01/28/2019,13:40,Utah: Iron County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Actual Physical Attack,0,0
2019,January,01/29/2019,18:34,01/29/2019,18:36,Louisiana: Washington Parish;,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,Unknown,Unknown
2019,January,01/30/2019,16:30,Unknown,Unknown,Washington:,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Vandalism,0,0
2019,January,01/30/2019,04:23,02/02/2019,09:00,Illinois: Scott County;,SERC,Fuel supply emergencies that could impact electric power system adequacy or reliability.,Fuel Supply Deficiency,Unknown,Unknown
2019,January,01/30/2019,09:30,01/31/2019,18:00,Michigan:,RF,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Severe Weather,Unknown,Unknown
2019,January,01/30/2019,07:00,01/30/2019,08:08,Illinois: Pike County;,SERC,Fuel supply emergencies that could impact electric power system adequacy or reliability.,Severe Weather,Unknown,Unknown
2019,January,01/31/2019,21:33,01/31/2019,21:34,California:,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
2019,February,02/01/2019,23:57,02/02/2019,08:49,Nevada,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,Unknown,1
2019,February,02/01/2019,05:35,02/01/2019,06:10,Massachusetts,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
2019,February,02/02/2019,10:28,02/02/2019,10:29,California,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Vandalism,0,0
2019,February,02/05/2019,18:17,02/05/2019,20:26,California,WECC,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blocked out area or within the partial failure of an integrated electrical system.,Severe Weather,42,33200
2019,February,02/07/2019,07:39,02/07/2019,07:40,Arkansas,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather/Transmission Interruption,3,3370
2019,February,02/07/2019,08:55,02/09/2019,16:30,Michigan,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,233000
2019,February,02/08/2019,10:00,02/08/2019,10:30,Pennsylvania,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Vandalism,0,0
2019,February,02/08/2019,18:30,Unknown,Unknown,Washington,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,50940
2019,February,02/13/2019,02:48,02/15/2019,00:28,California,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,182,121000
2019,February,02/14/2019,08:50,02/14/2019,12:10,New Jersey,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Vandalism,0,0
2019,February,02/14/2019,12:15,02/14/2019,12:16,Utah,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Vandalism,0,0
2019,February,02/19/2019,09:45,Unknown,Unknown,Texas,TRE,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
2019,February,02/20/2019,12:50,02/20/2019,13:32,"Wisconsin, Minnesota, Iowa, Illinois",MRO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,740,0
2019,February,02/23/2019,14:05,Unknown,Unknown,Virginia,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather/Transmission Interruption,Unknown,Unknown
2019,February,02/24/2019,18:00,02/25/2019,22:00,Pennsylvania,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,132000
2019,February,02/24/2019,11:21,02/26/2019,17:29,"Ohio, Virginia, West Virginia",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,118781
2019,February,02/24/2019,18:47,02/25/2019,13:55,Pennsylvania,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,137216
2019,February,02/24/2019,12:31,02/24/2019,14:57,Ohio,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,157274
2019,February,02/24/2019,14:33,02/24/2019,18:03,Pennsylvania,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,94048
2019,February,02/24/2019,20:02,02/25/2019,14:30,Michigan,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,115000
2019,February,02/25/2019,07:45,02/25/2019,18:40,Massachusetts,NPCC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
2019,February,02/25/2019,13:35,02/26/2019,02:50,"Connecticut, Massachusetts, New Hampshire, Maine, Vermont, Rhode Island",NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,72332
2019,February,02/27/2019,11:25,02/27/2019,17:39,Iowa,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
2019,February,02/27/2019,21:35,02/27/2019,21:45,South Carolina,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
2019,February,02/28/2019,07:02,02/28/2019,07:33,"Oklahoma, Arkansas, Louisiana",SPP RE,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
2019,March,03/04/2019,11:39,03/08/2019,16:52,Oklahoma:,SPP RE,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
2019,March,03/05/2019,09:12,03/05/2019,18:57,"California: Kern County, Los Angeles County; Utah: Salt Lake County; Wyoming: Converse County;",WECC,Cyber event that causes interruptions of electrical system operations.,System Operations,0,0
2019,March,03/13/2019,15:51,03/16/2019,18:00,Texas:,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather/Transmission Interruption,50,54290
2019,March,03/13/2019,11:29,03/14/2019,21:11,Colorado: Jefferson County;,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,58,58379
2019,March,03/13/2019,05:50,03/13/2019,10:30,"Texas: Midland County, Ector County, Tarrant County, Dallas County, Wichita County, Brown County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,154124
2019,March,03/13/2019,15:00,03/14/2019,00:00,Texas: Kansas: Oklahoma:,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather/Transmission Interruption,Unknown,66000
2019,March,03/13/2019,06:12,03/13/2019,06:13,California: Los Angeles County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
2019,March,03/19/2019,22:53,03/19/2019,22:54,Oklahoma:,SPP RE,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
2019,March,03/21/2019,10:00,03/21/2019,10:05,Utah: Salt Lake County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems. ,Vandalism,0,0
2019,March,03/25/2019,07:47,03/25/2019,07:48,Oregon: Lane County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems. ,Actual Physical Attack,5,Unknown
2019,March,03/29/2019,23:36,03/30/2019,02:00,"California: San Diego County, Los Angeles County;",WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems. ,Suspicious Activity,0,0
2019,April,04/01/2019,14:15,04/06/2019,17:20,"Nevada: Carson City, Consolidated Municipality of[19], Washoe County, Churchill County;",WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Actual Physical Attack,0,0
2019,April,04/01/2019,06:51,04/01/2019,07:53,New York: Broome County;,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
2019,April,04/01/2019,06:51,04/01/2019,07:53,New York: Monroe County;,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
2019,April,04/02/2019,08:33,04/02/2019,09:00,California: Kern County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
2019,April,04/02/2019,10:15,04/02/2019,10:16,Utah: Salt Lake County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Vandalism,0,0
2019,April,04/03/2019,05:15,04/03/2019,12:39,California: Fresno County;,WECC,Fuel supply emergencies that could impact electric power system adequacy or reliability.,Fuel Supply Deficiency,0,0
2019,April,04/04/2019,10:13,04/04/2019,12:08,Montana:,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
2019,April,04/07/2019,13:46,04/08/2019,17:50,Texas:,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,537,231956
2019,April,04/10/2019,11:59,04/10/2019,12:00,Virginia:,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
2019,April,04/11/2019,19:48,04/11/2019,20:00,Oregon: Washington:,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
2019,April,04/12/2019,11:20,04/12/2019,12:46,Minnesota: Martin County;,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
2019,April,04/13/2019,18:15,04/13/2019,23:15,Mississippi: Arkansas: Texas: Louisiana:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,60467
2019,April,04/15/2019,04:35,04/15/2019,14:40,Virginia:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,75290
